TC_DANGKY_current,TC_GPA_interaction,TC_change,TC_HT_last,CPA_last,consecutive_fails,TC_HT_ratio_mean,fail_rate,num_failed_semesters,is_increasing_load,TC_DANGKY_last,overload_risk,TC_load_ratio,GPA_trend,PTXT_TE,DIEM_TRUNGTUYEN,GPA_std,NAM_TUYENSINH,DIEM_CHUAN,num_semesters,TOHOP_TE,DIEM_LECH,KY_SO
1.2361672494282472,0.5250058803096512,-0.4975149703198581,0.42158443918684413,2.271116307335029,0.11776290739055052,0.7971488674920734,0.06043360145663274,-0.03516267026339369,0.0,-0.3854408030735411,0.0,0.3478072781388079,-0.18085871000613776,-0.013314543390222465,0.15551835534217628,-0.03395194944371549,-0.24189396789445222,-0.09022695457296358,0.11335017043997345,-0.07916862465782959,0.0,0.0
2.250270324582623,-0.4357246971253406,-0.12439799266475156,-0.11691097283060502,0.22958453667869963,0.0930022290600778,0.03032189632183771,0.10629907776466954,0.01899967238321812,0.008058256447714506,0.07983110918831446,-0.007392099675412294,-1.5250020812823273,-0.0630197592268812,0.17098532560874774,0.5154058516304029,-0.11317054543278961,-0.7382736214591983,-0.06138887158140021,-0.09842488694870635,-0.18543215983577407,-0.046736923895676574,0.0
3.264113660493379,-0.09669932896081798,-0.801565440305708,0.07214260417437725,-1.001981807084883,0.04300808062622232,-0.41766144712447145,0.04563023599781615,-0.030341181237618083,-0.011248760619659058,-0.3372285492029731,-0.030701905901899695,-0.7162591816981327,-0.09439232682566794,0.567182250441332,-0.1970608968708996,-0.06874297460751794,-0.5409630617553045,-0.07837826177640317,-0.9421076276732618,0.05704756175652856,0.09157161635479796,-0.12827088840439105
2.6576670271405516,0.8935518018586293,0.1605699902660364,0.2878276584991739,1.4757429773879076,0.15043005476548746,0.7482841059185854,0.05485155963955887,-0.02935879047320735,0.0,-0.05864345333775157,-0.03631738960714177,0.08894798095478336,-0.027588540259414745,0.23112977932584466,0.3115886649234492,-0.036052169376108396,-0.6190609123615213,0.23729894436572876,-0.023978824125200502,0.07939795973633203,-0.02240600875498444,0.0
2.1671801141575164,-0.45614823108065694,0.03177290582345635,-0.0662781767739676,0.28138541832101704,0.09572122754617991,0.0960679085929491,0.07994597122847327,0.022649211185545054,-0.0044315744266094316,0.07300711793812242,-0.015009142951313429,-1.4755463327259681,-0.062370615797002066,0.21181709349588193,0.41217007252411164,-0.032957610899645,-0.801807943437806,-0.07808266210993545,-0.06083612285969845,-0.21822498640562907,0.12171331542569282,0.00697791821211835
-7.422483333316342,-1.738939888590107,-0.5130607332572201,0.12053118288711144,0.1992727737856938,0.06997517436602838,0.10655878164266824,-0.1626001060419072,-0.1212510695493716,0.0,-0.11537612526522795,0.0,0.07950032020581548,0.04811356458732756,0.0,0.04774779012412452,-0.07770687387615426,0.22139635082165504,-0.10329218537038451,-0.1523240574005931,-0.041912130867935576,0.01915415442086765,0.011070732393093863
2.227679229525476,1.311770685867702,0.10105431241133887,-0.20145005632168655,1.542913664968749,0.09045660029775726,0.4560158962896521,0.040483988884653196,0.0,0.009977862561026304,-0.050307132131719855,0.0,-1.045931604375893,-0.052066508952623054,0.018452639268144166,0.38861726495652743,-0.05711114791698051,-0.5336228319403121,-0.11991152144158909,-0.15673871092732583,-0.18048698676688224,0.034126063612559765,0.0
2.2323298912357132,0.9272951508278228,0.3097570222222375,-0.21794125294923786,1.3811302647789345,0.07574614460146811,0.5607411711986845,0.0592028390964123,-0.01311513372153441,-0.02715220896804038,-0.08206276011780787,-0.012891819485794905,-1.1136369767895085,-0.0735510350850933,0.15398376671322142,0.25477176758242376,-0.07732657301622158,-0.7607104868154896,0.03371749812852135,-0.16227450492742795,0.12932033343625368,-0.1847274539750875,0.0060517053776165675
4.433327969294886,1.5835482948910604,0.2882950277348864,0.3283716589879117,1.5920651391466523,0.127661434986193,0.9460458691378203,0.07697762596698389,-0.02610311314052555,0.0,-0.06566732816583362,-0.020995416104913425,0.08655410583927953,-0.03815692570504819,0.0,0.06763386156146001,-0.0340577248432362,-0.3948420791560031,0.025540086800415078,-0.08451728194737397,0.07643972118552093,-0.035421218723632464,0.0
-4.062769813695984,-1.0046259004481033,-0.6084546945872252,0.08398548436238928,0.4209640318057264,0.11768602814235757,0.38376170150569633,-0.1409048553861608,-0.12128318344259831,0.0,-0.17452160517331972,0.049587019164149926,0.4594683466350255,0.1755148501992922,0.0,0.0410822574254327,-0.17405879891584536,0.07542311363241955,-0.02887779545090619,-0.04230608840602298,0.0,-0.028332465425483733,0.0
