dataset,timestamp,MAE,MSE,RMSE,R2,MAPE,Accuracy_within_1,Accuracy_within_2,Accuracy_within_3,n_samples
train,2026-02-04 16:05:43,2.3177531499223516,11.001099801221615,3.316790587483873,0.7246896013748803,23.904042051648865,33.989092755735136,58.056788324391164,73.35673754167495,90582
